0.003124512,0.002083116,0.012492192,20,20,0.001785555,0.006248047,0.012492192,0.012492192,0.003124512,20,0.003124512,20,20,0.004165799,0.006248047,0.006248047,0.006248047,20,0.012492192,1
0.012492192,0.004165799,20,0.024968789,0.012492192,0.008329863,20,0.024968789,20,20,20,0.012492192,0.024968789,20,0.002777392,0.008329863,20,0.012492192,20,0.012492192,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
0.049875312,0.008329863,20,0.049875312,0.049875312,0.012492192,20,0.049875312,20,0.024968789,20,20,20,20,0.005554013,0.049875312,0.024968789,0.049875312,20,0.016652789,1
0.049875312,0.008329863,20,0.049875312,0.049875312,0.012492192,20,0.049875312,20,0.024968789,20,20,20,20,0.006248047,0.024968789,0.024968789,0.049875312,20,0.016652789,1
0.049875312,0.008329863,20,0.049875312,0.049875312,0.016652789,20,0.049875312,20,0.016652789,20,0.049875312,20,20,0.008329863,0.012492192,0.049875312,20,20,0.049875312,1
0.005554013,0.002777392,20,0.016652789,20,0.003332778,20,0.008329863,20,0.005554013,20,0.016652789,20,20,0.003332778,0.016652789,0.016652789,0.016652789,20,0.008329863,1
0.003124512,0.002083116,0.003124512,0.012492192,0.004165799,0.002499688,0.012492192,0.012492192,0.002083116,0.002499688,20,0.006248047,20,0.012492192,0.006248047,0.003124512,0.006248047,0.004165799,0.012492192,20,1
0.0019998,0.001666528,0.009995002,20,20,0.001666528,0.00499875,0.009995002,0.009995002,0.002499688,20,0.002499688,20,20,0.003332778,0.00499875,0.00499875,0.00499875,20,0.009995002,1
0.049875312,0.008329863,0.049875312,0.049875312,20,0.049875312,0.049875312,0.049875312,0.024968789,0.008329863,20,20,20,0.016652789,0.012492192,0.024968789,0.049875312,0.024968789,20,0.024968789,1
0.005554013,0.002777392,0.016652789,20,0.016652789,0.002380669,0.008329863,0.008329863,0.016652789,0.005554013,20,0.008329863,20,0.016652789,0.005554013,0.008329863,0.008329863,0.005554013,20,0.016652789,1
0.001020356,20,0.007140307,0.007140307,20,0.001428469,0.007140307,0.001785555,0.001785555,0.003570791,20,0.007140307,20,0.001785555,0.002380669,20,0.002380669,0.003570791,0.007140307,20,1
0.001020356,20,0.007140307,0.007140307,20,0.001785555,0.007140307,0.001785555,0.001785555,0.007140307,20,0.007140307,20,0.001785555,0.002380669,20,0.002380669,0.001785555,0.007140307,20,1
0.001020356,20,0.007140307,0.007140307,20,0.001785555,0.007140307,0.001785555,0.002380669,0.003570791,20,0.007140307,20,0.001785555,0.001785555,20,0.002380669,0.002380669,0.007140307,20,1
0.001020356,20,0.003570791,0.007140307,0.007140307,0.001785555,0.007140307,0.001785555,0.003570791,0.007140307,20,0.007140307,20,0.001785555,0.001785555,20,0.001785555,0.002380669,0.007140307,20,1
0.003124512,20,0.004165799,0.006248047,0.006248047,0.006248047,0.006248047,0.012492192,0.002499688,0.002083116,20,0.004165799,0.006248047,20,0.002499688,0.002083116,0.012492192,0.012492192,0.012492192,0.012492192,1
0.049875312,0.008329863,20,20,20,0.012492192,20,0.016652789,0.009995002,20,0.049875312,0.024968789,0.016652789,0.049875312,0.012492192,0.024968789,0.049875312,0.009995002,20,20,1
0.012492192,0.003124512,0.012492192,0.024968789,20,0.012492192,20,0.006248047,0.00499875,0.024968789,20,0.008329863,0.008329863,20,0.006248047,0.006248047,0.006248047,0.024968789,0.024968789,0.012492192,1
0.012492192,20,20,0.024968789,20,0.006248047,20,0.008329863,0.00499875,0.008329863,20,20,0.024968789,0.012492192,20,0.024968789,0.024968789,0.024968789,0.024968789,20,1
0.012492192,20,20,0.024968789,20,0.012492192,0.008329863,0.024968789,0.024968789,0.00499875,20,20,0.012492192,20,20,0.012492192,20,0.004165799,20,20,1
0.012492192,20,20,0.024968789,20,0.008329863,0.008329863,0.024968789,0.024968789,0.00499875,20,20,0.012492192,20,20,0.024968789,20,0.004165799,20,20,1
0.012492192,20,20,0.024968789,20,0.012492192,0.008329863,0.024968789,20,0.00499875,20,20,0.012492192,0.024968789,20,0.012492192,20,0.004165799,20,20,1
0.012492192,20,20,0.024968789,20,0.024968789,0.008329863,0.024968789,0.024968789,0.00499875,20,20,0.012492192,20,20,0.006248047,20,0.00499875,20,20,1
0.049875312,20,20,0.049875312,20,0.024968789,0.016652789,0.024968789,0.049875312,0.012492192,20,20,0.024968789,20,20,0.024968789,20,0.007140307,20,20,1
0.005554013,20,20,0.016652789,0.016652789,0.008329863,0.008329863,0.016652789,0.008329863,0.005554013,20,20,0.008329863,20,20,0.016652789,20,0.002777392,20,20,1
0.005554013,20,20,0.016652789,0.016652789,0.008329863,0.008329863,0.016652789,0.005554013,0.004165799,20,20,0.008329863,20,20,0.016652789,20,0.004165799,20,20,1
0.012492192,20,20,0.024968789,0.024968789,0.012492192,0.012492192,0.024968789,0.008329863,0.006248047,20,20,0.012492192,20,20,0.024968789,20,0.00499875,20,20,1
0.012492192,20,20,0.024968789,0.024968789,0.008329863,0.012492192,0.012492192,0.012492192,0.008329863,20,20,0.012492192,20,20,0.024968789,20,0.00499875,20,20,1
0.005554013,20,0.016652789,20,20,0.003332778,20,0.016652789,0.008329863,0.004165799,20,20,0.016652789,0.016652789,0.016652789,0.005554013,20,0.005554013,20,20,1
0.005554013,20,0.016652789,0.016652789,20,0.004165799,20,0.016652789,0.008329863,0.004165799,20,20,0.016652789,0.016652789,0.016652789,0.005554013,20,0.005554013,20,20,1
0.005554013,20,0.016652789,0.016652789,20,0.004165799,20,0.016652789,0.005554013,0.004165799,20,20,0.016652789,0.016652789,20,0.008329863,0.016652789,0.005554013,20,20,1
0.049875312,20,0.049875312,0.024968789,20,0.016652789,20,0.024968789,0.012492192,0.024968789,20,20,20,0.049875312,20,0.024968789,20,0.016652789,0.049875312,20,1
0.049875312,20,20,0.012492192,20,0.016652789,20,0.024968789,0.012492192,0.024968789,20,20,20,20,20,0.024968789,20,0.016652789,0.049875312,20,1
0.049875312,20,20,0.012492192,20,0.016652789,20,0.024968789,0.012492192,0.024968789,20,0.049875312,20,20,20,0.049875312,20,0.016652789,0.049875312,20,1
0.049875312,20,20,0.012492192,20,0.016652789,20,0.024968789,0.016652789,0.024968789,20,0.049875312,20,20,0.049875312,0.049875312,20,0.016652789,0.049875312,20,1
0.005554013,20,0.016652789,0.016652789,20,0.004165799,20,0.005554013,0.005554013,0.008329863,20,20,20,0.016652789,20,0.005554013,20,0.016652789,0.016652789,20,1
0.003124512,20,0.012492192,0.012492192,20,0.004165799,20,0.004165799,0.004165799,0.006248047,20,20,20,0.012492192,20,0.004165799,20,0.012492192,0.012492192,20,1
0.005554013,20,0.016652789,0.016652789,20,0.004165799,20,0.005554013,0.005554013,0.008329863,20,0.016652789,20,0.016652789,20,0.008329863,20,0.016652789,0.016652789,20,1
0.0019998,20,20,0.009995002,0.00499875,0.00499875,0.00499875,0.009995002,0.009995002,0.00499875,20,20,0.009995002,20,20,20,20,0.0019998,20,20,1
0.001388792,20,20,0.008329863,0.004165799,0.004165799,0.004165799,0.008329863,0.008329863,0.004165799,20,0.004165799,0.008329863,0.008329863,20,20,20,0.004165799,20,20,1
0.012492192,20,0.024968789,20,0.012492192,0.012492192,20,0.024968789,0.012492192,0.024968789,20,0.024968789,20,20,20,20,0.012492192,0.006248047,20,20,1
0.012492192,20,20,0.008329863,20,0.008329863,20,0.008329863,0.008329863,0.00499875,20,20,20,0.012492192,20,0.008329863,0.024968789,0.024968789,20,20,1
0.049875312,0.008329863,0.049875312,20,0.012492192,0.016652789,20,0.024968789,0.009995002,0.012492192,20,20,0.049875312,20,0.009995002,0.009995002,0.049875312,20,20,0.049875312,1
0.049875312,0.009995002,0.049875312,20,0.012492192,0.016652789,0.049875312,0.049875312,0.016652789,0.009995002,20,0.049875312,0.049875312,20,0.024968789,0.016652789,0.049875312,20,20,0.049875312,1
0.049875312,0.008329863,20,0.049875312,0.016652789,0.012492192,20,0.049875312,0.012492192,0.009995002,20,0.049875312,0.049875312,0.049875312,0.012492192,0.016652789,0.016652789,0.024968789,20,20,1
0.049875312,0.008329863,0.049875312,20,0.012492192,0.012492192,0.024968789,0.049875312,0.016652789,0.024968789,20,20,0.024968789,20,0.016652789,0.016652789,0.049875312,0.049875312,0.024968789,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
0.005554013,0.002083116,20,20,20,0.002380669,20,20,20,0.008329863,20,0.016652789,20,0.002777392,0.004165799,0.002777392,0.016652789,20,0.016652789,0.008329863,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
0.049875312,0.008329863,0.049875312,20,0.024968789,0.012492192,20,0.024968789,20,0.049875312,20,0.049875312,0.049875312,0.049875312,0.006248047,0.024968789,0.049875312,0.049875312,20,0.024968789,1
0.012492192,0.004165799,20,0.024968789,20,0.008329863,20,0.008329863,0.012492192,0.024968789,20,0.012492192,0.012492192,20,0.024968789,0.008329863,20,0.012492192,0.024968789,0.024968789,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
0.049875312,20,20,20,0.012492192,0.016652789,0.016652789,0.024968789,0.049875312,0.024968789,20,0.049875312,20,20,0.049875312,0.049875312,20,0.016652789,20,0.049875312,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
0.049875312,0.008329863,20,0.049875312,0.049875312,0.024968789,20,0.024968789,0.016652789,0.024968789,20,0.049875312,0.024968789,20,20,0.012492192,0.024968789,0.016652789,20,0.049875312,1
0.049875312,0.008329863,20,0.024968789,20,0.009995002,20,0.016652789,0.008329863,0.016652789,20,0.049875312,0.049875312,0.024968789,0.007140307,0.024968789,0.024968789,0.024968789,20,0.024968789,1
0.012492192,0.006248047,0.024968789,0.024968789,0.012492192,20,0.006248047,20,0.008329863,0.012492192,0.008329863,20,0.024968789,0.006248047,20,0.00499875,20,20,20,0.024968789,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
0.049875312,0.016652789,20,0.024968789,0.049875312,0.049875312,0.049875312,20,0.024968789,20,20,0.024968789,0.024968789,20,0.049875312,0.016652789,0.024968789,20,20,20,1
0.049875312,0.016652789,20,20,0.024968789,0.024968789,20,0.024968789,0.016652789,20,20,0.024968789,20,20,0.016652789,0.016652789,0.016652789,0.049875312,20,20,1
0.049875312,0.024968789,20,20,0.016652789,0.049875312,20,20,0.012492192,20,0.049875312,0.049875312,0.049875312,20,0.024968789,0.016652789,0.024968789,0.024968789,20,20,1
0.049875312,0.024968789,20,20,0.016652789,0.049875312,20,20,0.012492192,20,0.049875312,0.024968789,0.049875312,20,0.024968789,0.016652789,0.024968789,0.024968789,20,20,1
0.049875312,0.012492192,0.016652789,0.049875312,0.024968789,0.012492192,20,0.049875312,0.012492192,20,20,0.049875312,0.024968789,20,0.016652789,0.009995002,0.012492192,20,20,0.016652789,1
0.001020356,20,0.003570791,20,20,0.002380669,0.007140307,0.003570791,0.001785555,0.002380669,0.007140307,20,20,0.007140307,20,0.007140307,0.003570791,0.002380669,0.007140307,20,1
0.005554013,0.001666528,0.005554013,0.016652789,0.008329863,0.002777392,0.005554013,20,20,20,20,20,0.008329863,0.003332778,0.008329863,0.008329863,0.016652789,0.005554013,20,0.016652789,1
0.012492192,0.004165799,0.024968789,0.008329863,0.024968789,0.003570791,0.012492192,20,0.008329863,0.012492192,20,0.024968789,0.004165799,0.024968789,0.008329863,0.008329863,0.008329863,0.012492192,20,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
0.049875312,0.008329863,20,20,0.012492192,0.008329863,0.024968789,0.049875312,0.016652789,0.024968789,20,0.049875312,0.024968789,20,0.049875312,0.012492192,20,0.049875312,0.024968789,20,1
0.049875312,0.008329863,0.049875312,20,0.012492192,0.016652789,20,0.024968789,0.009995002,0.012492192,20,20,0.049875312,20,0.012492192,0.009995002,0.049875312,20,0.049875312,0.049875312,1
0.049875312,0.008329863,0.049875312,20,0.012492192,0.016652789,0.049875312,0.024968789,0.009995002,0.012492192,20,0.049875312,0.049875312,20,0.012492192,0.016652789,0.049875312,20,0.049875312,0.049875312,1
0.003124512,20,0.006248047,20,20,0.004165799,20,0.003124512,0.002083116,0.004165799,20,0.004165799,0.012492192,0.006248047,0.012492192,0.003124512,0.006248047,0.003124512,0.006248047,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
0.049875312,0.024968789,20,20,0.049875312,20,0.049875312,0.024968789,20,0.049875312,20,20,0.024968789,20,0.049875312,20,20,0.049875312,20,20,1
0.049875312,0.024968789,20,20,20,20,20,0.024968789,20,0.049875312,20,20,0.024968789,20,0.049875312,20,20,0.049875312,20,0.024968789,1
0.049875312,0.024968789,20,20,20,20,20,0.024968789,20,0.049875312,20,20,0.024968789,20,0.049875312,20,20,0.049875312,20,0.049875312,1
0.003124512,20,20,20,0.012492192,0.001785555,0.012492192,20,0.002499688,0.004165799,20,0.012492192,0.012492192,0.006248047,0.001785555,0.006248047,0.012492192,0.004165799,20,0.012492192,1
0.049875312,20,20,20,0.049875312,0.024968789,0.049875312,20,0.049875312,0.016652789,20,20,0.049875312,0.049875312,0.009995002,0.024968789,0.049875312,0.024968789,20,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
0.012492192,0.024968789,20,0.024968789,0.008329863,0.024968789,20,0.024968789,0.008329863,20,20,0.024968789,0.024968789,0.024968789,0.012492192,0.008329863,20,20,20,0.008329863,1
0.049875312,0.008329863,0.049875312,0.049875312,20,0.012492192,0.049875312,20,0.024968789,0.009995002,0.024968789,0.049875312,20,20,0.007140307,20,0.049875312,0.049875312,20,0.024968789,1
0.049875312,0.008329863,20,0.049875312,0.024968789,0.009995002,0.049875312,0.049875312,20,0.024968789,20,0.049875312,20,20,0.009995002,0.016652789,0.016652789,0.024968789,20,20,1
0.012492192,20,0.024968789,20,0.012492192,0.004165799,20,20,0.008329863,0.00499875,20,20,20,0.008329863,20,0.006248047,0.012492192,0.006248047,20,20,1
0.012492192,20,0.024968789,20,0.024968789,0.006248047,20,0.008329863,0.012492192,0.024968789,20,0.024968789,20,20,0.024968789,20,20,0.008329863,20,20,1
0.012492192,20,0.024968789,20,0.024968789,0.006248047,20,0.012492192,0.012492192,0.012492192,20,0.024968789,20,20,0.024968789,20,20,0.008329863,20,20,1
0.012492192,20,0.024968789,20,0.012492192,0.006248047,20,0.012492192,0.012492192,0.012492192,20,0.024968789,20,20,0.024968789,20,20,0.012492192,20,20,1
0.012492192,20,0.024968789,20,0.024968789,0.006248047,20,0.008329863,0.024968789,0.012492192,20,0.024968789,20,20,0.024968789,20,0.024968789,0.012492192,20,20,1
0.049875312,20,0.049875312,20,0.049875312,0.012492192,20,0.016652789,0.016652789,0.024968789,20,0.049875312,20,20,20,20,20,0.016652789,20,20,1
0.049875312,20,0.049875312,20,20,0.012492192,20,0.009995002,0.024968789,0.024968789,20,0.049875312,20,20,0.049875312,20,20,0.024968789,20,20,1
0.049875312,20,0.049875312,20,20,0.016652789,20,0.024968789,0.024968789,0.012492192,20,0.049875312,20,20,0.049875312,20,0.049875312,0.016652789,20,20,1
0.012492192,20,0.024968789,20,0.024968789,0.024968789,20,0.024968789,0.012492192,0.024968789,20,0.024968789,20,20,0.024968789,20,0.024968789,0.00499875,20,20,1
0.049875312,20,0.049875312,20,20,0.024968789,20,0.016652789,0.024968789,0.049875312,20,0.049875312,20,20,0.049875312,0.049875312,20,0.012492192,20,20,1
0.012492192,20,0.024968789,20,0.024968789,0.024968789,20,0.024968789,0.008329863,0.012492192,20,0.012492192,20,20,20,20,20,0.006248047,20,20,1
0.012492192,20,20,20,0.024968789,0.012492192,0.024968789,0.012492192,0.012492192,20,20,0.024968789,20,20,20,0.012492192,20,0.006248047,20,20,1
0.012492192,20,0.024968789,20,0.024968789,0.024968789,0.024968789,0.024968789,0.024968789,20,20,20,20,20,20,0.024968789,20,0.008329863,0.024968789,20,1
0.005554013,20,20,20,0.005554013,0.008329863,0.008329863,20,0.004165799,20,20,0.016652789,20,20,20,0.008329863,0.016652789,0.016652789,20,20,1
0.005554013,20,20,20,0.005554013,0.008329863,0.008329863,20,0.005554013,20,20,0.016652789,0.016652789,20,20,0.008329863,0.016652789,0.016652789,20,20,1
0.0019998,20,20,20,0.009995002,0.003332778,0.00499875,0.00499875,0.001428469,0.00499875,20,20,20,0.009995002,0.009995002,0.009995002,20,0.009995002,0.00499875,0.002499688,1
0.0019998,20,20,20,0.009995002,0.003332778,0.00499875,0.00499875,0.001428469,0.00499875,20,20,20,20,0.00499875,0.009995002,20,0.009995002,0.00499875,0.002499688,1
0.0019998,0.001249922,20,20,0.00499875,0.002499688,20,20,0.002499688,20,20,20,20,20,0.001666528,0.003332778,20,20,0.009995002,0.009995002,1
0.012492192,0.003124512,20,20,20,0.008329863,0.024968789,20,0.012492192,0.012492192,20,20,20,20,0.003570791,0.008329863,20,0.012492192,20,0.006248047,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
0.012492192,20,0.024968789,0.024968789,20,0.024968789,20,20,0.008329863,20,20,20,0.012492192,20,0.024968789,0.024968789,0.024968789,20,20,20,1
0.005554013,20,20,0.016652789,20,0.008329863,20,20,20,0.016652789,20,20,0.016652789,20,0.016652789,20,20,0.008329863,20,0.016652789,1
0.003124512,20,0.012492192,20,20,0.012492192,20,20,0.002083116,20,20,20,0.004165799,20,20,0.012492192,0.006248047,0.012492192,20,20,1
0.005554013,20,20,20,0.008329863,0.004165799,0.004165799,0.004165799,0.008329863,0.008329863,20,20,20,20,0.005554013,20,20,20,0.016652789,20,1
0.005554013,20,20,20,0.008329863,0.004165799,0.004165799,0.004165799,0.016652789,0.008329863,20,20,20,20,0.004165799,20,20,20,0.016652789,20,1
0.012492192,20,0.024968789,20,0.024968789,0.012492192,0.012492192,0.006248047,0.024968789,0.008329863,20,20,20,20,0.008329863,0.024968789,20,20,20,20,1
0.0019998,20,0.00499875,0.00499875,0.009995002,0.00499875,0.009995002,0.001428469,0.0019998,0.00499875,0.00499875,0.009995002,0.00499875,0.009995002,20,20,20,0.009995002,20,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
0.012492192,20,20,0.024968789,20,0.012492192,0.012492192,0.024968789,0.012492192,0.00499875,20,20,0.012492192,20,20,0.012492192,20,0.004165799,20,20,1
0.003124512,20,0.012492192,0.012492192,0.012492192,0.003124512,20,0.002499688,0.002499688,0.006248047,20,0.012492192,0.012492192,0.006248047,0.004165799,20,0.012492192,0.004165799,0.012492192,20,1
0.0019998,20,0.009995002,0.009995002,0.00499875,0.002499688,20,0.003332778,0.0019998,0.003332778,20,0.009995002,0.009995002,0.00499875,0.003332778,20,20,0.003332778,0.009995002,20,1
0.0019998,20,0.009995002,0.009995002,0.009995002,0.002499688,20,0.002499688,0.001666528,0.009995002,20,0.009995002,0.009995002,0.009995002,0.003332778,20,20,0.0019998,0.009995002,20,1
0.003124512,20,0.012492192,0.012492192,0.012492192,0.003124512,0.012492192,0.003124512,0.002499688,0.012492192,20,20,0.012492192,0.012492192,0.004165799,20,0.006248047,0.002499688,0.012492192,20,1
0.000617265,20,0.005554013,0.002777392,0.005554013,0.005554013,20,0.00185168,0.005554013,20,20,0.005554013,0.002777392,20,0.001388792,0.00185168,0.00185168,0.001111049,0.005554013,20,1
0.049875312,20,0.049875312,20,0.049875312,0.016652789,20,0.024968789,0.024968789,0.024968789,20,20,20,20,20,0.049875312,20,0.016652789,20,20,1
0.049875312,20,0.049875312,20,0.049875312,0.016652789,20,0.024968789,0.024968789,0.024968789,20,20,20,20,20,0.049875312,20,0.016652789,20,20,1
0.049875312,20,0.049875312,20,0.049875312,0.016652789,20,0.016652789,0.024968789,0.024968789,20,20,20,20,20,0.049875312,20,0.024968789,20,20,1
0.0019998,0.001666528,0.00499875,0.009995002,0.009995002,0.0019998,0.009995002,0.009995002,0.003332778,0.003332778,20,0.00499875,20,20,0.002499688,0.00499875,0.009995002,0.0019998,20,0.009995002,1
0.000499988,20,0.00499875,20,0.001666528,0.002499688,0.00499875,0.00499875,0.00499875,0.001666528,0.00499875,0.00099995,0.002499688,0.002499688,0.001666528,0.002499688,0.002499688,0.00499875,20,20,1
0.049875312,20,20,20,0.049875312,20,0.049875312,0.024968789,20,20,0.049875312,20,0.008329863,0.024968789,0.009995002,20,0.049875312,0.049875312,20,0.049875312,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1
